name,description,url,image_url
"Lastrine angolari piegate, fascettate","Lastrine angolari piegate, fascettate - in acciaio zincato",https://www.unishop.it/lastrine-angolari-piegate-fascettate/9acc1619-e50e-428f-b195-3e787f685bc9,https://www.unishop.it/media/7e/5f/6c/1742242337/2683-272-17_MAINPIC_high.webp
"Lastrine angolari piegate, fascettate","Lastrine angolari piegate, fascettate - in acciaio bronzato",https://www.unishop.it/lastrine-angolari-piegate-fascettate/a459e33a-f12a-4fdb-afcd-4f50cc5fa422,https://www.unishop.it/media/71/93/cc/1742242339/2683-272-171_MAINPIC_high.webp
Lastrine angolari nervate,Lastrine angolari nervate - in acciaio zincato,https://www.unishop.it/lastrine-angolari-nervate/26176eca-4984-4f8e-84b9-9024e134414c,https://www.unishop.it/media/68/73/a8/1742242341/0683-648-0_MAINPIC_high.webp
"Lastrine angolari nervate, fascettate","Lastrine angolari nervate, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/lastrine-angolari-nervate-fascettate/3973f122-708f-42fd-b380-f38eb5175ce5,https://www.unishop.it/media/c5/b3/3f/1742242346/2683-648-0_MAINPIC_high.webp
Lastrine angolari pesanti,Lastrine angolari pesanti - in acciaio zincato,https://www.unishop.it/lastrine-angolari-pesanti/c8a3abaf-124f-45bc-bdcf-7486195db2ac,https://www.unishop.it/media/09/f0/2f/1742242351/0683-651-1_MAINPIC_high.webp
"Lastrine angolari pesanti, fascettate","Lastrine angolari pesanti, fascettate - in acciaio zincato, con codice EAN",https://www.unishop.it/lastrine-angolari-pesanti-fascettate/e5106936-57fa-445a-8326-12b1d73eadc0,https://www.unishop.it/media/03/11/e0/1742242356/2683-651-1_MAINPIC_high.webp
Piastre di fissaggio diritte leggere,Piastre di fissaggio diritte leggere - in ferro zincato,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-di-fissaggio-diritte-leggere/,https://www.unishop.it/media/6c/2d/29/1742234571/0683-271_MAINPIC_high.webp
"Piastre di fissaggio diritte leggere, fascettate","Piastre di fissaggio diritte leggere, fascettate - in ferro zincato",https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-di-fissaggio-diritte-leggere-fascettate/,https://www.unishop.it/media/da/1d/27/1742234573/2683-271_MAINPIC_high.webp
Piastre fissaggio angolare leggere,Piastre fissaggio angolare leggere - squadretta d’assemblaggio,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-fissaggio-angolare-leggere/,https://www.unishop.it/media/f5/76/1a/1742234575/0683-274-100_MAINPIC_high.webp
"Piastre fissaggio angolare leggere, fascettate","Piastre fissaggio angolare leggere, fascettate - squadretta d’assemblaggio",https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/piastre-fissaggio-angolare-leggere-fascettate/,https://www.unishop.it/media/49/25/3d/1742234576/2683-274-100_MAINPIC_high.webp
Lastrine forate,Lastrine forate con cod. EAN - in acciaio zincato,https://www.unishop.it/carpenteria/lastrine-e-squadrette-leggere/lastrine-forate/,https://www.unishop.it/media/d0/91/70/1742234578/0759-871-200_MAINPIC_high.webp
Vite con piastrina ed occhiolo,Vite con piastrina ed occhiolo - zincata gialla,https://www.unishop.it/vite-con-piastrina-ed-occhiolo/43102cf5-6ecf-40cf-94a3-9ba5c54d7d96,https://www.unishop.it/media/48/84/fa/1742242419/0685-133-313_MAINPIC_high.webp
