name,brand,description,price,image_url,product_page_url
Nastro microforato Kurt,Knauf,Accessori per la stuccatura dei giunti,N/A,https://s7g10.scene7.com/is/image/knauf/99381-Nastro-Microforato-Kurt-Accessori?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/nastro-microforato-kurt-10435_0081
"Idrolastra GKI (H) 12,5 mm",Knauf,Lastra in gesso rivestito a ridotto assorbimento di umidità,N/A,https://s7g10.scene7.com/is/image/knauf/207305-Lastra-GKI?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/idrolastra-gki-h-12-5-mm-10004_0081
"Ignilastra GKF (DF) 12,5 mm",Knauf,Lastra in gesso rivestito con fibre minerali per sistemi resistenti al fuoco,N/A,https://s7g10.scene7.com/is/image/knauf/68302-Lastra-Ignilastra-GKF?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ignilastra-gkf-df-12-5-mm-18608_0081
Isolastra Advanced PSE-G,Knauf,Lastra GKB Advanced accoppiata a pannello isolante in polistirolo espanso additivato con grafite (PSE-G) per isolamento termico,N/A,https://s7g10.scene7.com/is/image/knauf/756613-Isolastra-Advanced-PSE-G?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/isolastra-advanced-pse-g-23630_0081
"Lastra GKB (A) 12,5 mm",Knauf,Lastra in gesso rivestito standard,N/A,https://s7g10.scene7.com/is/image/knauf/496335-Lastra-GKB?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/lastra-gkb-a-12-5-mm-10003_0081
SmartWall S C1,Knauf,Pannello rigido isolante in lana minerale di roccia con primer su un lato,N/A,https://s7g10.scene7.com/is/image/knauf/ETICS-con-primer-SmartWall-SC1-7?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartwall-s-c1-26593_4062
Ultracoustic P,Knauf,Pannello isolante in lana minerale di vetro senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/Vetro-nudo-ECOSE-fronte-1?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ultracoustic-p-23909_4062
Ultracoustic R,Knauf,Rotolo isolante in lana minerale di vetro senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/vetro-NUDO-Ecose-Ultracoustic-R-13?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ultracoustic-r-23728_4062
Venti Pro B,Knauf,Pannello rigido isolante in lana minerale di roccia rivestito con velo vetro nero su un lato,N/A,https://s7g10.scene7.com/is/image/knauf/Venti_Pro_B_roccia_chiara_velo_vetro_nero?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/venti-pro-b-29003_4062
ECOMIN Orbit Micro 13,Knauf,Pannello in fibra minerale per controsoffitti modulari,N/A,https://s7g10.scene7.com/is/image/knauf/713530-Econim-Orbit-Microforato-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ecomin-orbit-micro-13-27052_0081
Thermatex Feinstratos Hygena A1 15,Knauf,Pannello in fibra minerale per controsoffitti modulari,N/A,https://s7g10.scene7.com/is/image/knauf/713618-Thermatex-Feinstratos-Soffitti?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/thermatex-feinstratos-hygena-a1-15-27067_0081
Roccia di Gambassi,Knauf,Intonaco a base gesso per interni,N/A,https://s7g10.scene7.com/is/image/knauf/796647-Intonaco-Roccia-di-Gambassi?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/roccia-di-gambassi-22781_0081
Velvet,Knauf,Finitura liscia pregiata a base di gesso alabastrino,N/A,https://s7g10.scene7.com/is/image/knauf/464492-Intonaco-Velvet?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/velvet-21798_0081
AQUAPANEL® Joint Filler grey,Knauf,Stucco per giunti a base cementizia per lastre Aquapanel,N/A,https://s7g10.scene7.com/is/image/knauf/131094-Aquapanel-Joint-Filler-Stucchi?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-r-joint-filler-grey-11089_0081
Fugenfüller Leicht,Knauf,Stucco in polvere a base di gesso per la stuccatura dei giunti,N/A,https://s7g10.scene7.com/is/image/knauf/629117-Stucco-Fugenfuller-Leicht?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/fugenfuller-leicht-10719_0081
Profilo C Plus 27/50/27,Knauf,Orditura metallica per la realizzazione di controsoffitti e contropareti,N/A,https://s7g10.scene7.com/is/image/knauf/655406-Profilo-C-Plus-27-50-27?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/profilo-c-plus-27-50-27-22310_0081
Aquapanel Maxi Screws punta chiodo,Knauf,Viti per fissaggio di lastre Aquapanel su orditura metallica,N/A,https://s7g10.scene7.com/is/image/knauf/87319-Aquapanel-Maxi-SN-Screw-Punta-HS-Accessori?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/aquapanel-maxi-screws-punta-chiodo-11090_0081
SmartWall FKL,Knauf,Pannello rigido isolante in lana minerale di roccia lamellare senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/SmartWallFKL_01_low?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartwall-fkl-26603_4062
SmartWall N 500 FB,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-%28NO-ECOSE%29-SrmarRoof-thermal-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartwall-n-500-fb-23838_4062
TI 212,Knauf,Rotolo isolante in lana minerale di vetro rivestito con carta kraft su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/vetro-carta-Kraft-TI-212?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ti-212-23710_4062
TP 216,Knauf,Pannello isolante in lana minerale di vetro rivestito con carta kraft su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/vetro-%2B-Kraft-mineral-wool-32-K-2-Modifica?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/tp-216-23908_4062
Mineral Wool 32,Knauf,Pannello isolante in lana minerale di vetro senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/Vetro-nudo-ECOSE-fronte-1?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/mineral-wool-32-26604_4062
Mineral Wool 32 ALU,Knauf,Pannello isolante in lana minerale di vetro rivestito con carta alluminata su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/LASTRA_MW32_ALU?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/mineral-wool-32-alu-26606_4062
NaturBoard FORTE,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-forte-26607_4062
NaturBoard PARTITION,Knauf,Pannello semi-rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-partition-26598_4062
Mineral Wool 32 K,Knauf,Pannello isolante in lana minerale di vetro rivestito con carta kraft su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/vetro-%2B-Kraft-mineral-wool-32-K-2-Modifica?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/mineral-wool-32-k-26605_4062
Mineral Wool 35,Knauf,Pannello isolante in lana minerale di vetro senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/Vetro-nudo-ECOSE-fronte-1?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/mineral-wool-35-21509_4062
NaturBoard PARTITION COMFORT,Knauf,Pannello semi-rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-partition-comfort-26597_4062
NaturBoard SILENCE,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-silence-26599_4062
KI FIT 040,Knauf,Rotolo isolante in lana minerale di vetro senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/vetro-NUDO-Ecose-Naturoll-6?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/ki-fit-040-23726_4062
NaturBoard SILENCE ALU,Knauf,Pannello rigido isolante in lana minerale di roccia rivestito con alluminio retinato PE su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-ALU-NaturBoard-Silence-ALU?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-silence-alu-26591_4062
NaturBoard SILENCE B,Knauf,Pannello rigido isolante in lana minerale di roccia rivestito con velo vetro nero su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia%20%2B%20Velo%20vetro%20nero-3%20BASSA?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-silence-b-26601_4062
SmartFacade 32 BP,Knauf,Pannello isolante in lana minerale di vetro rivestito con velo vetro nero su un lato con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/PANNELLO%20SMARTFACADE%2032%20BP?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/smartfacade-32-bp-24382_4062
NaturBoard SILENCE K,Knauf,Pannello rigido isolante in lana minerale di roccia rivestito su un lato con carta kraft con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-Kraft-NaturBoard-Silence-K?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-silence-k-26602_4062
NaturBoard TIMBER,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-timber-26600_4062
NaturBoard TIMBER COMFORT,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/roccia-nudo-ECOSE-3?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-timber-comfort-26596_4062
NaturBoard TPT,Knauf,Pannello rigido isolante in lana minerale di roccia senza rivestimento con ECOSE® Technology,N/A,https://s7g10.scene7.com/is/image/knauf/NaturBoard_TPT?fit=wrap&fmt=webp&wid=771,/it-IT/p/prodotto/naturboard-tpt-27649_4062
