name,brand,description,price,image_url,product_page_url
Sega circolare a batteria SC 4MR-22,Hilti,"Sega circolare a batteria con peso e dimensioni ridotte al minimo per tagli sopratesta fino a 51 mm│2"" di profondità (piattaforma a batteria Nuron)",N/A,https://productdata.hilti.com/APQ_HC_f600/L130950.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r17654785
Sega a nastro per tagli profondi SB 6-22,Hilti,"Sega a nastro a doppio azionamento per tagli profondi precisi, silenziosi e praticamente privi di scintille, fino a 127 mm│5"" di profondità di taglio (piattaforma a batteria Nuron)",N/A,https://productdata.hilti.com/APQ_HC_f600/L130939.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r17416897
STR 4-22 Cesoia per barre filettate a batteria,Hilti,"Cesoia per barre filettate cordless compatta, compresa lama M10 (W3/8), per tagliare barre filettate fino a 10 mm di diametro",N/A,https://productdata.hilti.com/APQ_HC_f600/L600107.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r18651652
Sega a nastro portatile SB 4-22,Hilti,"Sega a nastro portatile a batteria con lama da 14/18 TPI per tagli precisi, silenziosi e senza scintille nel metallo fino a 63,5 mm│2-1/2"" di profondità di taglio (piattaforma a batteria Nuron)",N/A,https://productdata.hilti.com/APQ_HC_f600/L125495.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r13250376
Multiutensile oscillante cordless SMT 6-22,Hilti,"Potente multiutensile cordless con interfaccia StarlockMax, AVR e angolo di oscillazione di 4°",N/A,https://productdata.hilti.com/APQ_HC_f600/L147988.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r18651651
Seghetto alternativo cordless SJT 6-22,Hilti,Potente seghetto alternativo cordless con impugnatura cilindrica e maggiore autonomia per tagli precisi sia diritti che curvi (piattaforma batteria Nuron),N/A,https://productdata.hilti.com/APQ_HC_f600/L127371_v1.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r13250329
Seghetto alternativo cordless SJD 6-22,Hilti,"Potente seghetto alternativo cordless con impugnatura in alto e raccolta della polvere opzionale a bordo per tagli precisi, diritti o curvi (piattaforma batteria Nuron)",N/A,https://productdata.hilti.com/APQ_HC_f600/L127361_v1.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r13250330
Attrezzo da taglio SCO 6-22,Hilti,"Attrezzo da taglio cordless e brushless per cartongesso per tagli rapidi, puliti e precisi su pannelli e lamiere sottili (piattaforma batteria Nuron)",N/A,https://productdata.hilti.com/APQ_HC_f600/L128160.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r13250377
Seghetto frontale a batteria SR 2-A12,Hilti,"Seghetto frontale cordless da 12 V per uso leggero in demolizioni, con luce a LED, progettato per basse vibrazioni, per un taglio senza problemi",N/A,https://productdata.hilti.com/APQ_HC_f600/L113011.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r7810348
Sega circolare a batteria SCM 22-A,Hilti,"Sega circolare per metallo cordless per tagli a freddo rapidi, precisi in lamiere, pannelli, tubazioni e profilati",N/A,https://productdata.hilti.com/APQ_HC_f600/SCM%2022-A_prim_L049209.jpg,https://www.hilti.it/c/CLS_POWER_TOOLS_7125/CLS_SAWS_7125/r4891
