name,sku,description,image_url,product_url
KIT composto da DCD796 Trapano 2 vel+ DCG405 Smerigliatrice 125mm + 2 x XR 18V 5Ah,dck2080p2t-qw,"KIT composto da DCD796 Trapano 2 vel+ DCG405 Smerigliatrice 125mm + 2 x XR 18V 5Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK2080P2T-QW/DCK2080P2T_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck2080p2t-qw/kit-composto-da-dcd796-trapano-2-vel-dcg405-smerigliatrice-125mm-2-x-xr-18v-5ah?tid=568846
"KIT composto da DCH273 tassellatore SDS-Plus 2,1J + DCF887 Avvitatore impulsi 1/4"" + DCG405 Smerigliatrice 125mm + 3 x XR 18V 5Ah",dck305p3t-qw,"KIT composto da DCH273 tassellatore SDS-Plus 2,1J + DCF887 Avvitatore impulsi 1/4"" + DCG405 Smerigliatrice 125mm + 3 x XR 18V 5Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK305P3T-QW/DCK305P3T_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck305p3t-qw/kit-composto-da-dch273-tassellatore-sds-plus-21j-dcf887-avvitatore-impulsi-14-dcg405-smerigliatrice-125mm-3-x-xr-18v-5ah?tid=568846
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore Brushless, energia del colpo 27.0J - 3 batterie XR FLEXVOLT 9Ah",dch911x3-qw,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore Brushless, energia del colpo 27.0J - 3 batterie XR FLEXVOLT 9Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH911X3-QW/DCH911X3_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch911x3-qw/martello-demolitore-sds-max-54v-xr-flexvolt-motore-brushless-energia-del-colpo-270j-3-batterie-xr-flexvolt-9ah?tid=568846
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore brushless, energia del colpo 27.0J Solo corpo macchina",dch911nk-xj,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore brushless, energia del colpo 27.0J Solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH911NK-XJ/DCH911NK_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch911nk-xj/martello-demolitore-sds-max-54v-xr-flexvolt-motore-brushless-energia-del-colpo-270j-solo-corpo-macchina?tid=568846
"Martello Demolitore SDS-Max 1700W, MOTORE BRUSHLESS, energia del colpo 27.0J (EPTA 05/2009)",d25911k-qs,"Martello Demolitore SDS-Max 1700W, MOTORE BRUSHLESS, energia del colpo 27.0J (EPTA 05/2009)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25911K-QS/D25911K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25911k-qs/martello-demolitore-sds-max-1700w-motore-brushless-energia-del-colpo-270j-epta-052009?tid=568846
"Rivettatrice BRUSHLESS 18V XR da 6,3 mm - 2 X POWERSTACK G-Class Compact",dcf414e2gt-qw,"Rivettatrice BRUSHLESS 18V XR da 6,3 mm - 2 X POWERSTACK G-Class Compact

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF414E2GT-QW/DCF414E2GT_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf414e2gt-qw/rivettatrice-brushless-18v-xr-da-63-mm-2-x-powerstack-g-class-compact?tid=568846
"Strumento per rivetti senza spazzole 18V XR da 4,8 mm - 2 X 2AH Classe G",dcf403d2gt-qw,"Strumento per rivetti senza spazzole 18V XR da 4,8 mm - 2 X 2AH Classe G

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dcf403d2gt-qw/strumento-rivetti-senza-spazzole-18v-xr-da-48-mm-2-x-2ah-classe-g?tid=568846
"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah",dcf900p2t-qw,"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah

Completate i lavori più difficili utilizzando la potenza dell'avvitatore a impulsi DEWALT® 18V XR 1/2 in. ad alta coppia. Con una coppia massima di fissaggio di 1356 Nm e una coppia massima di distacco di 1898 Nm, è ideale per flange di tubi di grandi dimensioni, accoppiamenti scanalati, occhielli per ruote, fissaggio di bulloni di ancoraggio per calcestruzzo e molte altre applicazioni gravose con l'avvitatore a impulsi. La modalità PRECISION WRENCH è inclusa per aiutare a prevenire il serraggio eccessivo in avanti e lo scorrimento in retromarcia, per un maggiore controllo da parte dell'utente. Utilizzate l'interruttore a pulsante aggiornato a 4 modalità per passare facilmente da una velocità all'altra e regolare la luminosità dei LED quando necessario.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF900P2T-QW/DCF900P2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf900p2t-qw/avvitatore-ad-impulsi-alta-potenza-12-hog-ring-brushless-4-modalita-2-x-5ah?tid=568846
DCD999 + DCF850 + 1 batteria 18V XR Porestack 5Ah + 1 batteria 18V XR powerstack compact + caricabatteria in TSTAK,dck2052h1e1t-qw,"DCD999 + DCF850 + 1 batteria 18V XR Porestack 5Ah + 1 batteria 18V XR powerstack compact + caricabatteria in TSTAK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK2052H1E1T-QW/DCK2052H1E1T_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck2052h1e1t-qw/dcd999-dcf850-1-batteria-18v-xr-porestack-5ah-1-batteria-18v-xr-powerstack-compact-caricabatteria-tstak?tid=568846
Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcf85me2gt-qw,"Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere tenaci sotto pressione. We are Tough Together"".\nIl nostro più piccolo e potente avvitatore a percussione 18V XR vi offre maggiore accesso e velocità di applicazione. Il DCF85ME2GT eroga una coppia di 205 Nm in un corpo compatto di 100 mm, perfetto per un'ampia gamma di applicazioni in ambito edile, industriale e automobilistico. Altre caratteristiche includono un interruttore a 3 modalità per un controllo migliore, tra cui la funzione Precision Drive che impedisce di danneggiare il materiale e il dispositivo di fissaggio nei lavori di precisione.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183"".\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione ridotta del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF85ME2GT-QW/DCF85ME2GT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf85me2gt-qw/avvitatore-impulsi-18v-xr-brushless-dewalt-x-mclaren-team-f1-edizione-limitata?tid=568846
Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcf85me2gt-qw,"Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere tenaci sotto pressione. We are Tough Together"".\nIl nostro più piccolo e potente avvitatore a percussione 18V XR vi offre maggiore accesso e velocità di applicazione. Il DCF85ME2GT eroga una coppia di 205 Nm in un corpo compatto di 100 mm, perfetto per un'ampia gamma di applicazioni in ambito edile, industriale e automobilistico. Altre caratteristiche includono un interruttore a 3 modalità per un controllo migliore, tra cui la funzione Precision Drive che impedisce di danneggiare il materiale e il dispositivo di fissaggio nei lavori di precisione.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183"".\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione ridotta del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF85ME2GT-QW/DCF85ME2GT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf85me2gt-qw/avvitatore-impulsi-18v-xr-brushless-dewalt-x-mclaren-team-f1-edizione-limitata?tid=568846
Trapano avvitatore a percussione 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcd85me2gt-qw,"Trapano avvitatore a percussione 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere forti sotto pressione. We are Tough Together.""\nIl DCD85ME2GT è il nostro più recente e potente trapano avvitatore a percussione brushless a 2 velocità che eroga fino a 90 Nm di coppia in un corpo compatto di 177 mm, progettato per offrire le massime prestazioni nei lavori più difficili. Le 2 velocità e le 15 impostazioni di coppia offrono il massimo controllo sulle applicazioni di foratura e fissaggio. Le batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD85ME2GT-QW/DCD85ME2GT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd85me2gt-qw/trapano-avvitatore-percussione-18v-xr-brushless-dewalt-x-mclaren-team-f1-edizione-limitata?tid=568846
Kit 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dck200me2gt-qw,"Kit 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

I prodotti DEWALT x McLAREN TEAM F1 in edizione limitata sono il risultato del nostro lavoro per essere resistenti anche sotto pressione. We are Tough Together.""\nKit: Trapano avvitatore a percussione, Avvitatore a impulsi, 2 Batterie POWERSTACK serie G, Caricabatterie, TSTAK.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK200ME2GT-QW/DCK200ME2GT_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck200me2gt-qw/kit-18v-xr-brushless-dewalt-x-mclaren-team-f1-edizione-limitata?tid=568846
Troncatore 230mm 54V XR FLEXVOLT  Solo corpo macchina,dcs691n-xj,"Troncatore 230mm 54V XR FLEXVOLT  Solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS691N-XJ/DCS691N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs691n-xj/troncatore-230mm-54v-xr-flexvolt-solo-corpo-macchina?tid=568846
REFILATORE CARTONGESSO BRUSHLESS 18V XR - Solo corpo macchina,dce555n-xj,"REFILATORE CARTONGESSO BRUSHLESS 18V XR - Solo corpo macchina

L'utensile da taglio per cartongesso DCS555 18V XR è dotato di un motore brushless da 26.000 giri/min. con cambio bit senza attrezzi. L'interruttore a tenuta di polvere protegge dall'ingresso di polvere per una maggiore durata dell'utensile. Unità nuda, batterie e caricabatterie venduti separatamente.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE555N-XJ/DCE555N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce555n-xj/refilatore-cartongesso-brushless-18v-xr-solo-corpo-macchina?tid=568846
"Cesoia per tagli e lemiere oblique. 0-2450 giri/minuto, Capacità di taglio (ferro dolce) 1.3 mm, (acciaio inox) 1.0 mm",dcs496n-xj,"Cesoia per tagli e lemiere oblique. 0-2450 giri/minuto, Capacità di taglio (ferro dolce) 1.3 mm, (acciaio inox) 1.0 mm

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dcs496n-xj/cesoia-tagli-e-lemiere-oblique-0-2450-giriminuto-capacita-di-taglio-ferro-dolce-13-mm-acciaio-inox-10-mm?tid=568846
Troncatrice radiale 305 mm doppia inclinazione 54V XR FLEXVOLT - Solo corpo macchina,dcs781n-xj,"Troncatrice radiale 305 mm doppia inclinazione 54V XR FLEXVOLT - Solo corpo macchina

La DCS781 è la troncatrice a batteria di ultima generazione per le applicazioni di prima e seconda fissazione in cantiere e può eseguire fino a 675 tagli in battiscopa da 83 mm con una batteria XR FLEXVOLT® da 9Ah.\r\nIl potente motore brushless da 54 V offre una capacità di taglio di 310 x 90 mm, con una capacità di 165 mm di altezza alla recinzione e la tecnologia di frenata rigenerativa prolunga l'autonomia reindirizzando l'energia persa nella batteria. Progettato per garantire una precisione ripetibile grazie a due guide orizzontali e a una piastra di fermo in acciaio inossidabile con angoli comuni a 0, 15, 22,5, 31,6, 35,3 e 45 gradi.\r\nAltre caratteristiche includono il controllo wireless dell'utensile per consentire l'estrazione automatica della polvere all'avvio dell'arresto quando viene utilizzato con il DCV586M, il sistema di posizionamento del taglio trasversale XPS per la massima precisione e visibilità senza necessità di calibrazione e le maniglie laterali estensibili di 100 mm per il supporto del materiale e una maggiore trasportabilità in cantiere.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS781N-XJ/DCS781N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs781n-xj/troncatrice-radiale-305-mm-doppia-inclinazione-54v-xr-flexvolt-solo-corpo-macchina?tid=568846
"Smerigliatrice angolare 125mm Velocità variabile. Motore BRUSHLESS. Potenza max resa 1650W, 3000-9000 giri/min., max diametro disco 125 mm",dcg409vsnt-xj,"Smerigliatrice angolare 125mm Velocità variabile. Motore BRUSHLESS. Potenza max resa 1650W, 3000-9000 giri/min., max diametro disco 125 mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG409VSNT-XJ/DCG409VSN_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg409vsnt-xj/smerigliatrice-angolare-125mm-velocita-variabile-motore-brushless-potenza-max-resa-1650w-3000-9000-girimin-max-diametro-disco-125-mm?tid=568846
Sega universale XR 18V con FLEXVOLT ADVANTAGE,dcs386t1-qw,"Sega universale XR 18V con FLEXVOLT ADVANTAGE

Gli utensili 18V XR con tecnologia FLEXVOLT ADVANTAGE sono progettati per riconoscere la batteria XR FLEXVOLT e fornire una potenza aggiuntiva, rispetto all'utilizzo di una batteria 18V XR, quando necessario per completare lavori più gravosi. Grazie a questa caratteristica l’utensile aumenta la versatilità consentendo a un prodotto 18V XR di gestire al meglio le diverse applicazioni ottimizzando in modo significativo la flessibilità e la produttività del professionista. La sega universale DCS386 eroga fino al 50% di potenza in più con batteria XR FLEXVOLT DCB546 da 6AH rispetto all'utilizzo con batteria XR 18V da 5AH DCB184. Ideale anche per le applicazioni più impegnative con una velocità di 3000 corse/min.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS386T1-QW/DCS386T1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs386t1-qw/sega-universale-xr-18v-con-flexvolt-advantage?tid=568846
Trapano a magneti permanenti XR 18V BRUSHLESS.,dcd1623x2g-qw,"Trapano a magneti permanenti XR 18V BRUSHLESS.

Questo trapano magnetico da 50 mm senza spazzole da 18 V XR è dotato di una tecnologia che lo rende fino al 32% più potente quando si utilizza una batteria XR FLEXVOLT® DCB547*. Costruito per evitare guasti all'utensile dovuti alla perdita di potenza, si attacca saldamente al metallo grazie a una base a magneti permanenti che non richiede alcuna carica elettrica. Questo trapano magnetico ad alte prestazioni è in grado di praticare fino a 40 fori per carica. Il sistema di cambio rapido del mandrino consente di passare senza l'ausilio di utensili dal codolo Weldon da 19 mm al mandrino con chiave da 13 mm (incluso). Per mantenere il controllo dell'utente, la frizione elettronica è progettata per spegnersi quando rileva una rotazione, parte della famiglia PERFORM & PROTECT™. Il trapano è dotato di 5 velocità variabili per ciascuno dei 2 ingranaggi meccanici, per un totale di 10 impostazioni di velocità che consentono un'ampia gamma di giri al minuto per una varietà di applicazioni.\r\n*Utilizzando la batteria DCB547G rispetto alla batteria DCB184, **Fino a 40 fori per carica su acciaio ASTM A36 da 13 mm e dimensioni dei fori di 20 mm utilizzando la batteria DCB547G.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD1623X2G-QW/DCD1623X2G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd1623x2g-qw/trapano-magneti-permanenti-xr-18v-brushless?tid=568846
Trapano a magneti permanenti XR 18V Brushless,dcd1623n-xj,"Trapano a magneti permanenti XR 18V Brushless

Questo trapano magnetico da 50 mm senza spazzole da 18 V XR è dotato di una tecnologia che lo rende fino al 32% più potente quando si utilizza una batteria XR FLEXVOLT® DCB547*. Costruito per evitare guasti all'utensile dovuti alla perdita di potenza, si attacca saldamente al metallo grazie a una base a magneti permanenti che non richiede alcuna carica elettrica. Questo trapano magnetico ad alte prestazioni è in grado di praticare fino a 40 fori per carica. Il sistema di cambio rapido del mandrino consente di passare senza l'ausilio di utensili dal codolo Weldon da 19 mm al mandrino con chiave da 13 mm (incluso). Per mantenere il controllo dell'utente, la frizione elettronica è progettata per spegnersi quando rileva una rotazione, parte della famiglia PERFORM & PROTECT™. Il trapano è dotato di 5 velocità variabili per ciascuno dei 2 ingranaggi meccanici, per un totale di 10 impostazioni di velocità che consentono un'ampia gamma di giri al minuto per una varietà di applicazioni.\r\n*Utilizzando la batteria DCB547G rispetto alla batteria DCB184, **Fino a 40 fori per carica su acciaio ASTM A36 da 13 mm e dimensioni dei fori di 20 mm utilizzando la batteria DCB547G.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD1623N-XJ/DCD1623N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd1623n-xj/trapano-magneti-permanenti-xr-18v-brushless?tid=568846
Smerigliatrice angolare 125mm 18V XR velocità variabile,dcg416vsn-xj,"Smerigliatrice angolare 125mm 18V XR velocità variabile

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG416VSN-XJ/DCG416VSN_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg416vsn-xj/smerigliatrice-angolare-125mm-18v-xr-velocita-variabile?tid=568846
Trapano Avvitatore con percussione compatto 2 Velocità XR 18V BRUSHLESS. Mandrino autoserrante in metallo 1.5-13mm,dcd805h2t-qw,"Trapano Avvitatore con percussione compatto 2 Velocità XR 18V BRUSHLESS. Mandrino autoserrante in metallo 1.5-13mm

""DCD805, il più potente trapano avvitatore con percussione brushless e con 90Nm di coppia il tutto in soli 177 mm di lunghezza, progettato per garantire massime prestazioni in ambienti ristretti. 2 velocità e 15 regolazioni di frizione per il massimo controllo in tutte le applicazioni di foratura e fissaggio. Un LED orientabile sulla base che illumina il punto di lavoro per una maggiore visibilità in spazi bui e ristretti. Le batterie POWERSTACK offrono il 50% di potenza in più* con un ingombro ridotto del 25%** ed hanno un numero di cicli di ricarica doppio rispetto alla batteria DCB183. * 50% di potenza in più rispetto alla batteria DCB183, non nell'applicazione. Ingombro 25% più compatto rispetto alla batteria DCB183.""",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD805H2T-QW/DCD805H2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd805h2t-qw/trapano-avvitatore-con-percussione-compatto-2-velocita-xr-18v-brushless-mandrino-autoserrante-metallo-15-13mm?tid=568846
"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah GFN",dcf900p2g-qw,"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah GFN

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF900P2G-QW/DCF900P2G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf900p2g-qw/avvitatore-ad-impulsi-alta-potenza-12-hog-ring-brushless-4-modalita-2-x-5ah-gfn?tid=568846
"Cricchetto 18V XR Brushless 3/8"" - 1 x 2Ah ""G""",dcf513d1g-qw,"Cricchetto 18V XR Brushless 3/8"" - 1 x 2Ah ""G""

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF513D1G-QW/DCF513D1G_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf513d1g-qw/cricchetto-18v-xr-brushless-38-1-x-2ah-g?tid=568846
"Cricchetto 18V XR Brushless 1/2"" - 1 x 2Ah ""G""",dcf512d1g-qw,"Cricchetto 18V XR Brushless 1/2"" - 1 x 2Ah ""G""

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF512D1G-QW/DCF512D1G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf512d1g-qw/cricchetto-18v-xr-brushless-12-1-x-2ah-g?tid=568846
"Cricchetto 12V XR Brushless 1/4"" - 1 x 3Ah ""G""",dcf504l1g-qw,"Cricchetto 12V XR Brushless 1/4"" - 1 x 3Ah ""G""

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF504L1G-QW/DCF504L1G_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf504l1g-qw/cricchetto-12v-xr-brushless-14-1-x-3ah-g?tid=568846
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, energia del colpo 10.5J (EPTA 05/2009)",dch832n-xj,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, energia del colpo 10.5J (EPTA 05/2009)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH832N-XJ/DCH832N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch832n-xj/martello-demolitore-sds-max-54v-xr-flexvolt-energia-del-colpo-105j-epta-052009?tid=568846
Sega universale 54V XR FLEXVOLT,dcs389nt-xj,"Sega universale 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCS389 54V Reciprocating Saw has up to 19% more power* when used with a 9Ah battery than the DCS388. With a no-load speed of 3000 spm, this saw delivers the power of a corded reciprocating saw with the portability and convenience of a cordless through our revolutionary DEWALT XR FLEXVOLT technology. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCS389 with DCB547 and DCS388 with DCB546.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS389NT-XJ/DCS389NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs389nt-xj/sega-universale-54v-xr-flexvolt?tid=568846
Sega universale 54V XR FLEXVOLT,dcs389nt-xj,"Sega universale 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCS389 54V Reciprocating Saw has up to 19% more power* when used with a 9Ah battery than the DCS388. With a no-load speed of 3000 spm, this saw delivers the power of a corded reciprocating saw with the portability and convenience of a cordless through our revolutionary DEWALT XR FLEXVOLT technology. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCS389 with DCB547 and DCS388 with DCB546.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS389NT-XJ/DCS389NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs389nt-xj/sega-universale-54v-xr-flexvolt?tid=568846
Meccanismo caricamento rapido viti a nastro per avvitatore cartongesso DCF620,dcf6202-xj,"Meccanismo caricamento rapido viti a nastro per avvitatore cartongesso DCF620

Il DCF6202 è un caricatore per viti a nastro, consente agli avvitatori per cartongesso DEWALT l'uitlizzo di viti a nastro da 25 a 57mm di lunghezza. Compatibile con DCF620.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF6202-XJ/DCF6202_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf6202-xj/meccanismo-caricamento-rapido-viti-nastro-avvitatore-cartongesso-dcf620?tid=568846
Smerigliatrice angolare 125 mm 54V XR FLEXVOLT,dcg418nt-xj,"Smerigliatrice angolare 125 mm 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCG418 54V Grinder has up to 30% more power* when used with a 9Ah battery than the DCG414. Delivers corded equivalent power with a no-load speed of 9000 rpm to deliver ultimate performance. It’s part of our PERFORM & PROTECT product line with Kickback Brake and the Anti-Rotation E-CLUTCH System. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCG418 with DCB547 and DCG414 with DCB546.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG418NT-XJ/DCG418NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg418nt-xj/smerigliatrice-angolare-125-mm-54v-xr-flexvolt?tid=568846
Sega universale 54V XR FLEXVOLT 2 x 6 Ah,dcs389t2-qw,"Sega universale 54V XR FLEXVOLT 2 x 6 Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS389T2-QW/DCS389T2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs389t2-qw/sega-universale-54v-xr-flexvolt-2-x-6-ah?tid=568846
Sega circolare 54V XR FLEXVOLT - 2 x 6ah,dcs579t2-qw,"Sega circolare 54V XR FLEXVOLT - 2 x 6ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS579T2-QW/DCS579T2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs579t2-qw/sega-circolare-54v-xr-flexvolt-2-x-6ah?tid=568846
Chiodatrice a stecca 33°,dpn9033sm-xj,"Chiodatrice a stecca 33°

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DPN9033SM-XJ/DPN9033SM_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dpn9033sm-xj/chiodatrice-stecca-33deg?tid=568846
