name,sku,description,image_url,product_url
"Avvitatore impulsi 1/4"" compatto XR 18V 3 velocit",dcf850p2t-qw,"Avvitatore impulsi 1/4"" compatto XR 18V 3 velocit

Il pi¹ piccolo e potente avvitatore ad impulsi 18V XR offre maggior comfort e velocit  di applicazione. Offre 206Nm in un corpo compatto di 100mm di lunghezza perfetto per tutte quelle applicazioni in spazi ristretti. 3 modalit  dâ€™uso per un maggiore controllo, tra cui Precision Drive che impedisce che il materiale e l'elemento di fissaggio vengano danneggiati e 3 luci luce LED ad anello per offrire la migliore visibilit  negli ambienti pi¹ difficili senza ombre.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF850P2T-QW/DCF850P2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf850p2t-qw/avvitatore-impulsi-14-compatto-xr-18v-3-velocit?tid=568846
"Avvitatore a Impulsi 1/4"" XR Litio 18V 2.0Ah BRUSHLESS",dcf887d2-qw,"Avvitatore a Impulsi 1/4"" XR Litio 18V 2.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF887D2-QW/DCF887D2.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf887d2-qw/avvitatore-impulsi-14-xr-litio-18v-20ah-brushless?tid=568846
Martello Demolitore 10.5J 6Kg 1250W,d25832k-qs,"Martello Demolitore 10.5J 6Kg 1250W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25832K-QS/D25832K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25832k-qs/martello-demolitore-105j-6kg-1250w?tid=568846
Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V 2 x FV 9.0Ah,dch614x2-qw,"Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V 2 x FV 9.0Ah

The first DEWALT Hammer drill to feature Wireless Tool Control built-in. The DEWALT 54V brushless motor and high capacity 54V battery delivers 10.5 Joules of impact energy which offers a maximum drilling capacity of 45mm into solid concrete. Despite its high performance the DCH614 features class leading vibration of 8.4m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH614X2-QW/DCH614X2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch614x2-qw/martello-demo-perforatore-45mm-105j-xr-flexvolt-54v-2-x-fv-90ah?tid=568846
"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)",dcf897nt-xj,"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)

The solution for industrial high torque applications delivering 950 Nm of max torque and 1625 Nm of max break away torque now available with a 3/4"" anvil.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF897NT-XJ/DCF897NT_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf897nt-xj/avviatore-impulsi-ad-alta-potenza-attacco-34-xr-18vin-valigetta-senza-batterie-e-caricbatteria?tid=568846
Avvitatore compatto giroscopico 7.2V Litio,dcf680g2-qw,"Avvitatore compatto giroscopico 7.2V Litio

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF680G2-QW/DCF680G2_4.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf680g2-qw/avvitatore-compatto-giroscopico-72v-litio?tid=568846
"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK",dcf921e2t-qw,"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF921E2T-QW/DCF921E2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf921e2t-qw/avvitatore-impulsi-compatto-12-brushless-xr-18v-powerstack?tid=568846
Smergliatrice angolare 125mm 1500W Elettronica - No-Volt,dwe4257-qs,"Smergliatrice angolare 125mm 1500W Elettronica - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4257-QS/DWE4257_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4257-qs/smergliatrice-angolare-125mm-1500w-elettronica-no-volt?tid=568846
"Tassellatore SDS-Plus a ""L"" 3 modalità 30mm 3.5J 950W con AVC - Doppio mandrino attacco rapido",d25334k-qs,"Tassellatore SDS-Plus a ""L"" 3 modalità 30mm 3.5J 950W con AVC - Doppio mandrino attacco rapido

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25334K-QS/D25334K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25334k-qs/tassellatore-sds-plus-l-3-modalita-30mm-35j-950w-con-avc-doppio-mandrino-attacco-rapido?tid=568846
Smergliatrice angolare 125mm 1200W - No-Volt,dwe4217-qs,"Smergliatrice angolare 125mm 1200W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4217-QS/DWE4217_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4217-qs/smergliatrice-angolare-125mm-1200w-no-volt?tid=568846
"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm",dcf900h2t-qw,"Avvitatore ad impulsi alta potenza 4 modalità 18V XR BRUSHLESS attacco 1/2” HOG RING. Coppia di serraggio 1355Nm, Coppia di picco 1898Nm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF900H2T-QW/DCF900H2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf900h2t-qw/avvitatore-ad-impulsi-alta-potenza-4-modalita-18v-xr-brushless-attacco-12-hog-ring-coppia-di-serraggio-1355nm-coppia-di-picco-1898nm?tid=568846
TRAPANO AVVITATORE MULTITESTA XR 12V,dcd703l2t-qw,"TRAPANO AVVITATORE MULTITESTA XR 12V

Il trapano avvitatore multiteste senza spazzole 12V XR permette di svolgere un'ampia gamma di lavori con incredibile versatilit . Progettato per agevolare l'accesso in spazi difficili da raggiungere, questo trapano avvitatore multitesta presenta 4 soluzioni di attacco dedicate. In dotazione un mandrino attacco esagonale Â¼â€ ad angolo retto, un mandrino eccentrico attacco esagonale 1/4â€, un mandrino ribassato attacco esagonale 1/4â€, un mandrino autoserante 10mm. Cambia comodamente gli inserti usando una sola mano grazie allo sgancio rapido. Il trapano ha 2 velocit  e 15 punti di frizione per il controllo in ogni applicazioni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD703L2T-QW/DCD703L2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd703l2t-qw/trapano-avvitatore-multitesta-xr-12v?tid=568846
TRAPANO AVVITATORE MULTITESTA XR 12V,dcd703l2t-qw,"TRAPANO AVVITATORE MULTITESTA XR 12V

Il trapano avvitatore multiteste senza spazzole 12V XR permette di svolgere un'ampia gamma di lavori con incredibile versatilit . Progettato per agevolare l'accesso in spazi difficili da raggiungere, questo trapano avvitatore multitesta presenta 4 soluzioni di attacco dedicate. In dotazione un mandrino attacco esagonale Â¼â€ ad angolo retto, un mandrino eccentrico attacco esagonale 1/4â€, un mandrino ribassato attacco esagonale 1/4â€, un mandrino autoserante 10mm. Cambia comodamente gli inserti usando una sola mano grazie allo sgancio rapido. Il trapano ha 2 velocit  e 15 punti di frizione per il controllo in ogni applicazioni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD703L2T-QW/DCD703L2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd703l2t-qw/trapano-avvitatore-multitesta-xr-12v?tid=568846
Trapano rotativo 2 Velocità 770W,d21441-qs,"Trapano rotativo 2 Velocità 770W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D21441-QS/D21441_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d21441-qs/trapano-rotativo-2-velocita-770w?tid=568846
Trapano Avviatore Compatto XR 12V 2 x 2.0Ah,dcd701d2-qw,"Trapano Avviatore Compatto XR 12V 2 x 2.0Ah

Il trapano avvitatore DCD701 12V XR è progettato per applicazioni di precisione come piccoli fori pilota, ma può anche gestire una punta da 20 mm in legno. Con una lunghezza di soli 152 mm, il trapano è sufficientemente piccolo da poter essere inserito nei posti più angusti e ha una potenza sufficiente per portare a termine il lavoro con una coppia di 57,5 Nm e una trasmissione a 2 velocità.  È inoltre dotato di un LED luminoso posizionato sul piede per illuminare tutte le aree di lavoro.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD701D2-QW/DCD701D2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd701d2-qw/trapano-avviatore-compatto-xr-12v-2-x-20ah?tid=568846
Tassellatore SDS-Plus XR FLEXVOLT 54V 9.0Ah BRUSHLESS Doppio Mandrino,dch334x2-qw,"Tassellatore SDS-Plus XR FLEXVOLT 54V 9.0Ah BRUSHLESS Doppio Mandrino

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH334X2-QW/DCH334X2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch334x2-qw/tassellatore-sds-plus-xr-flexvolt-54v-90ah-brushless-doppio-mandrino?tid=568846
Tassellatore SDS-Plus XR Litio 18V BRUSHLESS (senza batterie) in TSTAK,dch283nt-xj,"Tassellatore SDS-Plus XR Litio 18V BRUSHLESS (senza batterie) in TSTAK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH283NT-XJ/DCH283NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch283nt-xj/tassellatore-sds-plus-xr-litio-18v-brushless-senza-batterie-tstak?tid=568846
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS Doppio Mandrino,dch274p2t-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS Doppio Mandrino

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH274P2T-QW/DCH274P2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch274p2t-qw/tassellatore-sds-plus-xr-litio-18v-50ah-brushless-doppio-mandrino?tid=568846
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS,dch283p2-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH283P2-QW/DCH283P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch283p2-qw/tassellatore-sds-plus-xr-litio-18v-50ah-brushless?tid=568846
Smerigliatrice 125mm XR 18V FLEXVOLT ADVANTAGE - Corpo macchina,dcg409nt-xj,"Smerigliatrice 125mm XR 18V FLEXVOLT ADVANTAGE - Corpo macchina

Gli utensili 18V XR con tecnologia FLEXVOLT ADVANTAGE sono progettati per riconoscere la batteria XR FLEXVOLT e fornire una potenza aggiuntiva, rispetto all'utilizzo di una batteria 18V XR, quando necessario per completare lavori più gravosi. Grazie a questa caratteristica l’utensile aumenta la versatilità consentendo a un prodotto 18V XR di gestire al meglio le diverse applicazioni ottimizzando in modo significativo la flessibilità e la produttività del professionista. La smerigliatrice DCG409 eroga fino al 54% di potenza in più con batteria XR FLEXVOLT DCB546 da 6AH rispetto all'utilizzo con batteria XR 18V da 5AH DCB184. Questa smerigliatrice rientra inoltre nell sistema Perform&Protect ed è quindi dotata di tutti gli accorgimenti necessari a garantire la massima sicurezza sul posto di lavoro.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG409NT-XJ/DCG409NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg409nt-xj/smerigliatrice-125mm-xr-18v-flexvolt-advantage-corpo-macchina?tid=568846
Tassellatore SDS-Plus 3 modalità 26mm 2.6J 800W,d25133k-qs,"Tassellatore SDS-Plus 3 modalità 26mm 2.6J 800W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25133K-QS/D25133K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25133k-qs/tassellatore-sds-plus-3-modalita-26mm-26j-800w?tid=568846
Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK,dch323nt-xj,"Tassellatore SDS-Plus XR FLEXVOLT 54V BRUSHLESS (senza batterie) in TSTAK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH323NT-XJ/DCH323NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch323nt-xj/tassellatore-sds-plus-xr-flexvolt-54v-brushless-senza-batterie-tstak?tid=568846
SDS-Max Demolition Hammer,d25872k-qs,"SDS-Max Demolition Hammer

8kg dedicated chipping hammer from DEWALT delivers 13.3 Joules of impact energy to tackle the toughest applications in a compact ergonomic design. Low hand arm vibration of 9.7m/s2 minimises user fatigue and improves operating periods.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25872K-QS/D25872K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25872k-qs/sds-max-demolition-hammer?tid=568846
"Smerigliatrice angolare 125mm. Motore BRUSHLESS. Potenza max resa 1647W, 9000 giri/min., max diametro disco 125 mm",dcg409h2t-qw,"Smerigliatrice angolare 125mm. Motore BRUSHLESS. Potenza max resa 1647W, 9000 giri/min., max diametro disco 125 mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG409H2T-QW/DCG409H2T_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg409h2t-qw/smerigliatrice-angolare-125mm-motore-brushless-potenza-max-resa-1647w-9000-girimin-max-diametro-disco-125-mm?tid=568846
Demolitore Exa 28mm 31Kg 62J 2100W con AVC,d25981k-qs,"Demolitore Exa 28mm 31Kg 62J 2100W con AVC

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25981K-QS/D25981K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25981k-qs/demolitore-exa-28mm-31kg-62j-2100w-con-avc?tid=568846
Smergliatrice angolare 125mm 1400W - No-Volt,dwe4237-qs,"Smergliatrice angolare 125mm 1400W - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4237-QS/DWE4237.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4237-qs/smergliatrice-angolare-125mm-1400w-no-volt?tid=568846
Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS,dch273p2t-qw,"Tassellatore SDS-Plus XR Litio 18V 5.0Ah BRUSHLESS

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCH273P2T-QW/DCH273P2T.jpg?resize=530x530,https://www.dewalt.it/prodotto/dch273p2t-qw/tassellatore-sds-plus-xr-litio-18v-50ah-brushless?tid=568846
Avvitatore per cartongesso 18V XR - (Solo corpo macchina),dcf622nt-xj,"Avvitatore per cartongesso 18V XR - (Solo corpo macchina)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF622NT-XJ/DCF622NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf622nt-xj/avvitatore-cartongesso-18v-xr-solo-corpo-macchina?tid=568846
Smerigliatrice 125mm XR Litio 18V 5.0Ah BRUSHLESS,dcg405p2-qw,"Smerigliatrice 125mm XR Litio 18V 5.0Ah BRUSHLESS

Get better performance, runtime and less service costs with DCG405 brushless angle grinder.\r\n The electronic clutch reduces kick back in the event of a stall and the electronic brake ensures the disc stops quickly and safely.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCG405P2-QW/DCG405P2-QW_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcg405p2-qw/smerigliatrice-125mm-xr-litio-18v-50ah-brushless?tid=568846
Trapano con percussione 2 velocità 950W,dwd522ks-qs,"Trapano con percussione 2 velocità 950W

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWD522KS-QS/DWD522KS_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwd522ks-qs/trapano-con-percussione-2-velocita-950w?tid=568846
Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC,d25810k-qs,"Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25810K-QS/D25810K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25810k-qs/demolitore-sds-max-5kg-71j-1050w-con-avc?tid=568846
Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC,d25810k-qs,"Demolitore SDS-MAX 5Kg 7.1J 1050W con AVC

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25810K-QS/D25810K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25810k-qs/demolitore-sds-max-5kg-71j-1050w-con-avc?tid=568846
Miscelatore a doppia impugnatura XR 54v Flexvolt 2x9.0Ah,dcd240x2-qw,"Miscelatore a doppia impugnatura XR 54v Flexvolt 2x9.0Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCD240X2-QW/DCD240X2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcd240x2-qw/miscelatore-doppia-impugnatura-xr-54v-flexvolt-2x90ah?tid=568846
Estensione per DCN890,dcn8905-xj,"Estensione per DCN890

No more lifts. No more ladders. Drive straight from the ground to the ceiling with the extension pole tool. With 2.4m of reach for higher jobs, the adjustable pole tool system makes shooting overhead much easier. The adjustable pole tool system can be easily shortened or extended, and packs down for convenient job site storage",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCN8905-XJ/DCN8905_3.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcn8905-xj/estensione-dcn890?tid=568846
Smerigliatrice angolare grande da 2600 W 230 mm,dwe496-qs,"Smerigliatrice angolare grande da 2600 W 230 mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE496-QS/DWE496_A1_.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe496-qs/smerigliatrice-angolare-grande-da-2600-w-230-mm?tid=568846
"Avvitatore impulsi Attacco 1/2"" Hog Ring 18V XR Brushless  (2 batterie Powerstack 5Ah)",dcf891h2t-qw,"Avvitatore impulsi Attacco 1/2"" Hog Ring 18V XR Brushless  (2 batterie Powerstack 5Ah)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF891H2T-QW/DCF891H2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf891h2t-qw/avvitatore-impulsi-attacco-12-hog-ring-18v-xr-brushless-2-batterie-powerstack-5ah?tid=568846
Demolitore SDS-MAX 10Kg 19J 1550W con AVC,d25902k-qs,"Demolitore SDS-MAX 10Kg 19J 1550W con AVC

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/D25902K-QS/D25902K_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/d25902k-qs/demolitore-sds-max-10kg-19j-1550w-con-avc?tid=568846
"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)",dcf897nt-xj,"Avviatore a Impulsi ad Alta Potenza Attacco 3/4"" XR 18V(in valigetta senza batterie e caricbatteria)

The solution for industrial high torque applications delivering 950 Nm of max torque and 1625 Nm of max break away torque now available with a 3/4"" anvil.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF897NT-XJ/DCF897NT_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf897nt-xj/avviatore-impulsi-ad-alta-potenza-attacco-34-xr-18vin-valigetta-senza-batterie-e-caricbatteria?tid=568846
Avvitatore compatto giroscopico 7.2V Litio,dcf680g2-qw,"Avvitatore compatto giroscopico 7.2V Litio

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF680G2-QW/DCF680G2_4.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf680g2-qw/avvitatore-compatto-giroscopico-72v-litio?tid=568846
"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK",dcf921e2t-qw,"AVVITATORE IMPULSI COMPATTO 1/2"" BRUSHLESS XR 18V POWERSTACK

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCF921E2T-QW/DCF921E2T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcf921e2t-qw/avvitatore-impulsi-compatto-12-brushless-xr-18v-powerstack?tid=568846
Smergliatrice angolare 125mm 1500W Elettronica - No-Volt,dwe4257-qs,"Smergliatrice angolare 125mm 1500W Elettronica - No-Volt

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE4257-QS/DWE4257_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe4257-qs/smergliatrice-angolare-125mm-1500w-elettronica-no-volt?tid=568846
Lucidatrice rotativa brushless (solo corpo macchina),dcm849n-xj,"Lucidatrice rotativa brushless (solo corpo macchina)

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCM849N-XJ/DCM849N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcm849n-xj/lucidatrice-rotativa-brushless-solo-corpo-macchina?tid=568846
Sega a banco compatta 210mm,dwe7485-qs,"Sega a banco compatta 210mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWE7485-QS/DWE7485_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwe7485-qs/sega-banco-compatta-210mm?tid=568846
Troncatrice da 250 mm,dws727-qs,"Troncatrice da 250 mm

Engineered for repeatable accuracy with dual horizontal rails and a stainless steel detent plate with common angles at 0, 15, 22.5, 31.6, 35.3 and 45 degrees, the 1675 watt motor also offers a maximum cutting capacity of 305 x 77mm. Other features include XPS crosscut positioning system for the ultimate in accuracy and visibility with no calibration needed and machined side handles for increased portability on site.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWS727-QS/DWS727_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dws727-qs/troncatrice-da-250-mm?tid=568846
Lucidatrice roto-Orbitale 125mm XR 18V (senza batterie e caricbatteria),dcm848n-xj,"Lucidatrice roto-Orbitale 125mm XR 18V (senza batterie e caricbatteria)

The DCM848 18V dual action polisher is the perfect cordless solution for polishing applications powered by a powerful brushless motor to prevent stalling in heavy use. To achieve the best finish possible the DCM848 features a free rotating drive to stop the pad when too much pressure is applied, a 15mm throw to remove more material in less time, variable speed control and the 18V XR battery is rotated 90° to avoid contact with the surface.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCM848N-XJ/DCM848N_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcm848n-xj/lucidatrice-roto-orbitale-125mm-xr-18v-senza-batterie-e-caricbatteria?tid=568846
Sega circolare compatta 115mm XR 18V 2x5.0Ah,dcs571p2-qw,"Sega circolare compatta 115mm XR 18V 2x5.0Ah

The DCS571 compact cordless circular saw is perfect for cutting sheet materials such as OSB, flooring, and cement board* as well as cutting access panels in floors and cutting roof battens and many other applications on site.\r\n A DEWALT brushless motor and 18V XR battery offers a 38mm maximum depth of cut and 25mm at 45°, while the built in dust blower and Air Lock compatible dust port remove debris from the cut line.\r\n Other features include an electronic brake to ensure the blade is stopped quickly and safely,  tool free depth and bevel adjustment and a rafter hook.\r\n \r\n *Cutting Cement Board requires an optional PCD blade.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS571P2-QW/DCS571P2_6.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs571p2-qw/sega-circolare-compatta-115mm-xr-18v-2x50ah?tid=568846
Cesoia per metalli 18V - solo corpo macchina,dcs491nt-xj,"Cesoia per metalli 18V - solo corpo macchina

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS491NT-XJ/DCS491NT_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs491nt-xj/cesoia-metalli-18v-solo-corpo-macchina?tid=568846
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS356P2-QW/DCS356P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs356p2-qw/multifunzione-ad-oscillazione-xr-18v-2-x-50ah?tid=568846
Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah,dcm849p2-qw,"Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCM849P2-QW/DCM849P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcm849p2-qw/lucidatrice-rotativa-senza-spazzole-xr-18v-2-x-5ah?tid=568846
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS356P2-QW/DCS356P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs356p2-qw/multifunzione-ad-oscillazione-xr-18v-2-x-50ah?tid=568846
Multifunzione ad oscillazione XR 18V 2 x 5.0Ah,dcs356p2-qw,"Multifunzione ad oscillazione XR 18V 2 x 5.0Ah

Powered by an 18V XR battery and delivering up to 20,000opm, the oscillating multi-tool can perform an outstanding variety of cutting and sanding applications. The new 3 speed selector provides the ultimate speed and application control.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS356P2-QW/DCS356P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs356p2-qw/multifunzione-ad-oscillazione-xr-18v-2-x-50ah?tid=568846
Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah,dcm849p2-qw,"Lucidatrice rotativa senza spazzole XR 18V - 2 X 5Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCM849P2-QW/DCM849P2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcm849p2-qw/lucidatrice-rotativa-senza-spazzole-xr-18v-2-x-5ah?tid=568846
Troncatrice radiale 54V XR FLEXVOLT,dcs727t2-qw,"Troncatrice radiale 54V XR FLEXVOLT

The DCS727 offers the ultimate combination of accuracy, power and cordless freedom. Engineered for repeatable accuracy with dual horizontal rails and a stainless steel detent plate with common angles at 0, 15, 22.5, 31.6, 35.3 and 45 degrees, the 54V brushless motor also offers a maximum cutting capacity of 305 x 77mm. Other features include Wireless Tool Control to enable automatic stop start dust extraction when used with the DCV586M, XPS crosscut positioning system for the ultimate in accuracy and visibility with no calibration needed and machined side handles for increased portability on site.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCS727T2-QW/DCS727T2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dcs727t2-qw/troncatrice-radiale-54v-xr-flexvolt?tid=568846
18V XR 4 PC KIT,dck428p3t-qw,"18V XR 4 PC KIT

",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dck428p3t-qw/18v-xr-4-pc-kit?tid=568846
