nome_prodotto,marca,descrizione,url_immagine
GIC 12V-5-27 C Professional Telecamera da ispezione,Bosch,"L’alta risoluzione, con 1280 x 720 pixel, assicura una qualità eccellente delle immagini, che vengono visualizzate su un ampio schermo da 5""
L’esclusiva funzione AutoUp consente all’utilizzatore di orientarsi facilmente nello spazio, grazie alla rotazione automatica dell’immagine in direzione verticale
Ideale per lavori impegnativi in cantiere, grazie ai gradi di protezione IP contro polvere e acqua",https://www.bosch-professional.com/it/it/ocsmedia/406053-54/application-image/1434x828/telecamera-da-ispezione-gic-12v-5-27-c-0601241400.png
GEX 12V-125 Professional Levigatrice rotoorbitale a batteria,Bosch,"Eccellente bilanciamento vicino al pezzo in lavorazione e ideale ergonomia dell’appoggio palmare e dell’impugnatura, per un ottimale controllo dell’utensile
Struttura snella e compatta, per levigare con facilità anche in spazi ristretti
Impiego agevole, grazie alla concezione intuitiva",https://www.bosch-professional.com/it/it/ocsmedia/379321-54/application-image/1434x828/levigatrice-rotoorbitale-a-batteria-gex-12v-125-0601372100.png
GSS 12V-13 Professional Levigatrice orbitale a batteria,Bosch,"Massima possibilità di controllo, grazie all’eccellente bilanciamento e all’accurata ergonomia
Struttura leggera da 12 V per la massima compattezza
Impiego intuitivo, grazie ai tre platorelli intercambiabili",https://www.bosch-professional.com/it/it/ocsmedia/384012-54/application-image/1434x828/levigatrice-orbitale-a-batteria-gss-12v-13-06019l0000.png
GTC 12V-450-13 Professional Termocamera,Bosch,"Consente di visualizzare le differenze di temperatura con un’elevata qualità dell’immagine con un solo clic
Avvio rapido, laser integrato, luce di lavoro e telecamera per garantire un facile utilizzo
Design robusto e compatto con grado di protezione IP54 e resistenza agli urti in caso di cadute da altezze fino a 2 m",https://www.bosch-professional.com/it/it/ocsmedia/554204-54/application-image/1434x828/termocamera-gtc-12v-450-13-0601083901.png
GCL 2-50 C Professional Livella laser combinata,Bosch,"La connessione Bluetooth®, abbinata all’app livellamento Remote, consente di regolare a distanza lo strumento tramite smartphone
La tecnologia Dual Power Source consente di utilizzare sia una batteria al litio da 12 Volt, sia pile alcaline standard, per una versatilità ancora maggiore
Preciso allineamento delle linee laser attorno ai punti a piombo centrati, grazie al supporto manuale RM 2 o al supporto motorizzato RM 3",https://www.bosch-professional.com/it/it/ocsmedia/351843-54/application-image/1434x828/livella-laser-combinata-gcl-2-50-c-0601066g00.png
GRT 18V-33 Professional Tagliabordi a batteria,Bosch,"Potente motore brushless per prestazioni elevate, maggiore autonomia e maggiore durata
Risultati eccellenti anche in caso di erbacce ostinate, grazie alla regolazione elettronica della velocità che consente prestazioni di taglio uniformi
La struttura leggera, il basso livello di rumorosità e la tracolla rendono il lavoro più confortevole",https://www.bosch-professional.com/it/it/ocsmedia/400708-54/application-image/1434x828/tagliabordi-a-batteria-grt-18v-33-06008d0000.png
GSB 18V-90 C Professional Trapani battenti – Avvitatori a batteria,Bosch,"Prestazioni elevate, grazie al potente motore brushless: 64 Nm e 2100 giri/min, per massimizzare l’efficienza in cantiere
Mandrino in metallo da 13 mm, per una maggiore robustezza e per un efficiente trasferimento di coppia per qualsiasi applicazione
Funzione KickBack Control e frizione di precisione, entrambi commutabili, per un perfetto controllo e per un’elevata protezione dell’utilizzatore e dell’utensile",https://www.bosch-professional.com/it/it/ocsmedia/375343-54/application-image/1434x828/trapani-battenti-avvitatori-a-batteria-gsb-18v-90-c-06019k6102.png
GHE 18V-50 Professional Tagliasiepi a batteria,Bosch,"Potente motore brushless per prestazioni elevate e lunga durata
La sua lama da 50 cm taglia i rami più spessi senza inceppamenti, grazie al sistema «Anti-Blocking» brevettato da Bosch
Facile maneggevolezza grazie al peso contenuto, al design ergonomico e al bilanciamento ottimale – ideale per il lavoro prolungato",https://www.bosch-professional.com/it/it/ocsmedia/457559-54/application-image/1434x828/tagliasiepi-a-batteria-ghe-18v-50-06008c9500.png
GKH 18V-50 Professional Utensile da taglio idraulico a batteria,Bosch,"Prestazioni robuste e affidabili con tagli puliti grazie alle lame speciali e al monitoraggio elettronico della pressione
Lunga durata con intervalli di manutenzione eccezionali necessari solo dopo 20.000 tagli
Taglio efficiente grazie al rilevamento intelligente del taglio che apre automaticamente le ganasce dopo ogni taglio
Comodo da usare grazie al design ergonomico, alla testa girevole a 360 gradi e al baricentro ottimizzato
Utile panoramica della cronologia di taglio dell’utensile, dei parametri importanti e degli intervalli di manutenzione tramite connessione USB e software di lettura",https://www.bosch-professional.com/it/it/ocsmedia/482776-54/application-image/1434x828/utensile-da-taglio-idraulico-a-batteria-gkh-18v-50-06019p0000.png
GCS 18V-230 Professional Taglio e smerigliatura a batteria,Bosch,"Potente ed efficiente grazie al motore brushless C1000
Cambio del disco da taglio facile e veloce grazie alla leva di bloccaggio dell’alberino accessibile e brevettata
La funzione di freno contribuisce alla sicurezza dell’utilizzatore, arrestando rapidamente la rotazione del disco da taglio quando viene rilasciato l’interruttore
Il vano batteria sigillato aiuta a proteggere la batteria da polvere, detriti e umidità
Rimozione facile e veloce della batteria con sistema di rimozione della batteria a molla",https://www.bosch-professional.com/it/it/ocsmedia/481864-54/application-image/1434x828/taglio-e-smerigliatura-a-batteria-gcs-18v-230-06013b0000.png
GCG 18V-310 Professional Incollatrice a batteria,Bosch,"Agevole controllo sul flusso del materiale, grazie alle 9 impostazioni di velocità, selezionabili tramite levetta
Lavoro rapido anche con collanti altamente viscosi, grazie alla forza di espulsione da 3,5 kN ed all’avanzamento massimo di 7 mm al secondo
La funzione di inversione automatica riduce la pressione sullo stantuffo al rilascio della levetta, prevenendo sgocciolamenti e traboccamenti di materiale",https://www.bosch-professional.com/it/it/ocsmedia/375953-54/application-image/1434x828/incollatrice-a-batteria-gcg-18v-310-06019c4100.png
GWS 18V-8 Professional Smerigliatrice angolare a batteria,Bosch,"Impiego confortevole grazie alla struttura compatta e leggera
Incrementa la produttività grazie alle velocissime prestazioni di taglio nelle applicazioni leggere
L’autonomia ottimizzata consente di lavorare di più con meno ricariche
Maggiore controllo e comfort grazie alla nuova impugnatura ergonomica e sottile migliorata
Lavoro senza polvere grazie alla compatibilità della flangia in metallo con gli aspiratori Bosch",https://www.bosch-professional.com/it/it/ocsmedia/470393-54/application-image/1434x828/smerigliatrice-angolare-a-batteria-gws-18v-8-06019n9001.png
GPT 18V-19 Professional Pressatrice a batteria,Bosch,"Consente di lavorare con facilità negli spazi stretti grazie al suo design compatto e alla testa ruotabile a 360°
Lavoro rapido e confortevole: i cicli di pressatura durano meno di 3 secondi
Pratica e robusta, grazie al coperchio di protezione della batteria",https://www.bosch-professional.com/it/it/ocsmedia/426643-54/application-image/1434x828/pressatrice-a-batteria-gpt-18v-19-06019m2000.png
GNB 18V-40 Professional Chiodatrici a batteria,Bosch,"Applicazioni di fissaggio diretto efficienti: tutto ciò che serve è una batteria ProCORE18V con la tecnologia del motore brushless per il fissaggio rapido e diretto degli elementi di fissaggio dei cavi su materiali duri come calcestruzzo e acciaio Sistema affidabile e ottimizzato con utensile, chiodi certificati ed elementi di fissaggio dei cavi, per la massima tranquillità in cantiere",https://www.bosch-professional.com/it/it/ocsmedia/476940-54/application-image/1434x828/chiodatrici-a-batteria-gnb-18v-40-06019l7004.png
GLF 18V-8 Professional Rifilatore a batteria,Bosch,"Utensile potente dotato di cavo, per una rapida profilatura dei bordi e risultati puliti di rifilatura a filo
Impugnatura ultrasottile per controllare l’utensile con una sola mano in tutta facilità
Il rilevamento cadute integrato spegne rapidamente l’utensile in caso di caduta, riducendo il rischio di lesioni e di danni al pezzo in lavorazione
Adattatori di aspirazione specifici per la fresatura di superfici e per la rifilatura di bordi, per un’aspirazione altamente efficace della polvere in ogni situazione",https://www.bosch-professional.com/it/it/ocsmedia/452367-54/application-image/1434x828/rifilatore-a-batteria-glf-18v-8-06016c6001.png
GRA 18V2-46 Professional Rasaerba a batteria,Bosch,"Il motore brushless è alimentato da due batterie da 18 V che assicurano prestazioni potenti, durata più lunga e maggiore autonomia
Struttura estremamente robusta con copertura completamente in metallo, perfetta per le elevate esigenze dei lavori di taglio dell’erba più impegnativi
Grande praticità grazie al diametro di taglio di 46 cm, all’impugnatura con semplice regolazione dell’altezza su 2 livelli e alla possibilità di riporre l’utensile in verticale con il minimo ingombro",https://www.bosch-professional.com/it/it/ocsmedia/426824-54/application-image/1434x828/rasaerba-a-batteria-gra-18v2-46-06008c8000.png
GPT 18V-32 Professional Pressatrice a batteria,Bosch,"Utensile con la potenza di 32 kN per un’ampia gamma di diametri, ma facile da maneggiare negli spazi stretti
Lavoro rapido e confortevole: i cicli di pressatura durano meno di 5 secondi
Pratica e robusta, grazie al coperchio di protezione della batteria",https://www.bosch-professional.com/it/it/ocsmedia/426635-54/application-image/1434x828/pressatrice-a-batteria-gpt-18v-32-06019m2100.png
GLH 18V-60 Professional Utensile di punzonatura idraulico a batteria,Bosch,"Punzonatura idraulica robusta e affidabile per tagli puliti e privi di sbavature
Ampia gamma di accessori Bosch nelle misure M16-M40 e PG9-PG36 adatti sia per l’acciaio che per l’acciaio inox
Prestazioni elevate con una forza di uscita affidabile massima di 60 kN, grazie al monitoraggio elettronico della pressione
Pratica panoramica della cronologia dell’utensile, dei parametri importanti e dei cicli di manutenzione tramite connessione USB e software di lettura",https://www.bosch-professional.com/it/it/ocsmedia/478724-54/application-image/1434x828/utensile-di-punzonatura-idraulico-a-batteria-glh-18v-60-06019p0200.png
GWS 18V-180 P Professional Smerigliatrice angolare a batteria BITURBO,Bosch,"Grazie al disco da 180 mm e alla compatta testa ingranaggi, l’utensile raggiunge la stessa profondità di passata di una smerigliatrice angolare grande da 230 mm, ma è fino al 35% più leggero
Tecnologia BITURBO Brushless, per lavorare rapidamente su numerosi materiali, quali metallo, calcestruzzo, mattoni e piastrelle
Interruttore PROtection, Intelligent Brake System e KickBack Control, per un’elevata protezione dell’utilizzatore",https://www.bosch-professional.com/it/it/ocsmedia/409305-54/application-image/1434x828/smerigliatrice-angolare-a-batteria-biturbo-gws-18v-180-p-06019h6l02.png
GKE 18V-40 Professional Sega a catena,Bosch,"Il motore brushless assicura prestazioni potenti per un’ampia gamma di applicazioni, con bassa rumorosità e senza fumi di scarico
Presenta una barra da 40 cm per il taglio continuo di travi, legname e rami spessi
Il sistema OptiCut assicura che, in presenza di carichi di lavoro più elevati, l’utensile non si arresti bruscamente, ma regoli automaticamente la velocità e la coppia",https://www.bosch-professional.com/it/it/ocsmedia/464928-54/application-image/1434x828/sega-a-catena-gke-18v-40-06008d3000.png
GFR 18V-23 Professional Decespugliatore a batteria,Bosch,"Potente motore brushless per prestazioni elevate, maggiore autonomia e maggiore durata
Risultati eccellenti anche in caso di sottobosco ostinato, grazie alla regolazione elettronica della velocità che consente prestazioni di taglio uniformi
Struttura leggera ed ergonomica e bassi livelli di rumorosità, per operazioni di decespugliamento confortevoli",https://www.bosch-professional.com/it/it/ocsmedia/400707-54/application-image/1434x828/decespugliatore-a-batteria-gfr-18v-23-06008d1000.png
GDS 18V-1600 HC Professional Avvitatori a massa battente a batteria,Bosch,"Massima potenza e tutta la libertà di un utensile a filo, grazie alla tecnologia BITURBO Brushless e alle batterie ProCORE18V
Avvitatore a massa battente eccezionalmente potente, con una coppia di serraggio di 1.600 Nm e una coppia di distacco di 2.200 Nm
La modalità Auto Bolt Release (ABR) consente un’elevata maneggevolezza, evitando la perdita o la caduta di dadi e bulloni metallici",https://www.bosch-professional.com/it/it/ocsmedia/409329-54/application-image/1434x828/avvitatori-a-massa-battente-a-batteria-gds-18v-1600-hc-06019m1001.png
GHE 18V-50 TP Professional Tagliasiepi,Bosch,"Taglia con facilità le siepi alte grazie al manico telescopico da 2,5 m
Prestazioni potenti grazie al motore brushless al e controllo variable della velocità
Taglia anche i rami spessi senza bloccarsi, grazie al sistema «Anti-Blocking» brevettato da Bosch",https://www.bosch-professional.com/it/it/ocsmedia/487471-54/application-image/1434x828/tagliasiepi-ghe-18v-50-tp-06008d5000.png
GKS 18V-68 C Professional Sega circolare a batteria BITURBO,Bosch,"Utensile a batteria dalle eccellenti prestazioni di taglio, del tutto equivalenti a quelle di una sega a filo da 1800 W, grazie alla nuova tecnologia BITURBO Brushless
Eccellente ergonomia grazie alla nuova impugnatura supplementare, per un controllo ideale in qualsiasi posizione di taglio.
La migliore capacità di taglio nella sua categoria, con profondità di taglio fino a 70 mm nei tagli a 90°",https://www.bosch-professional.com/it/it/ocsmedia/375741-54/application-image/1434x828/sega-circolare-a-batteria-biturbo-gks-18v-68-c-06016b5001.png
GCB 18V-127 Professional Sega a nastro a batteria,Bosch,"Potente motore brushless per tagli rapidi ed elevata capacità di taglio fino a 127 x 127 mm
Progettata per il massimo comfort, con vibrazioni ridotte e taglio del metallo quasi senza scintille
La luce LED integrata, le diverse modalità di velocità e la guida del materiale offrono il controllo ottimale per tagli più puliti e maggiore precisione",https://www.bosch-professional.com/it/it/ocsmedia/435789-54/application-image/1434x828/sega-a-nastro-a-batteria-gcb-18v-127-06012b7000.png
GPH 18V-60 Professional Utensile di crimpatura idraulico a batteria,Bosch,"Crimpatura idraulica affidabile con controllo della qualità grazie al feedback visivo tramite LED di stato
Monitoraggio preciso della pressione attraverso il sensore di pressione elettronico
Lunga durata con eccezionale intervallo di manutenzione di 20.000 crimpature
Comodo da usare grazie al design ergonomico con testa di crimpatura girevole a 340 gradi e baricentro ottimizzato
Utile panoramica della cronologia di crimpatura dell’utensile, dei parametri importanti e degli intervalli di manutenzione tramite connessione USB e software di lettura",https://www.bosch-professional.com/it/it/ocsmedia/482777-54/application-image/1434x828/utensile-di-crimpatura-idraulico-a-batteria-gph-18v-60-06019p0100.png
GHG 18V-50 Professional Termosoffiatore a batteria,Bosch,"Per risparmiare tempo: riscaldamento rapido, fino a 300 °C in soli 6 secondi
Versatile e facile da trasportare in qualsiasi ambiente di lavoro
Due livelli di temperatura (300/500 °C) e LED integrato, per un impiego agevole",https://www.bosch-professional.com/it/it/ocsmedia/347721-54/application-image/1434x828/termosoffiatore-a-batteria-ghg-18v-50-06012a6501.png
GNB 18V-38 Professional Chiodatrice per calcestruzzo a batteria,Bosch,"Efficienti applicazioni di fissaggio diretto: vi basterà semplicemente una batteria ProCORE18V
Tecnologia BITURBO Brushless, per un fissaggio rapido e diretto di binari in acciaio su materiali resistenti, come calcestruzzo ed acciaio
Sistema affidabile ed ottimizzato, con utensile e chiodi di qualità certificata, per lavorare con tranquillità in cantiere",https://www.bosch-professional.com/it/it/ocsmedia/402088-54/application-image/1434x828/chiodatrice-per-calcestruzzo-a-batteria-gnb-18v-38-06019l7001.png
GWS 18V-11 Professional Smerigliatrice angolare a batteria,Bosch,"Il versatile tuttofare dal design bilanciato per un’ampia gamma di applicazioni
Durata eccellente grazie alla potenza di 1.100 W con capacità di sovraccarico ottimizzata
Più comfort e meno affaticamento, grazie all’impugnatura antivibrazioni più sottile
Minore rischio di infortuni durante il lavoro grazie a una serie completa di funzioni di sicurezza",https://www.bosch-professional.com/it/it/ocsmedia/487052-54/application-image/1434x828/smerigliatrice-angolare-a-batteria-gws-18v-11-06019n4102.png
ProCORE18V+ 8.0Ah Professional Batteria ricaricabile,Bosch,"Fino al 71%** in più di autonomia per impieghi gravosi, grazie alla rivoluzionaria tecnologia «tabless»
Durata estesa della batteria* grazie all’eccellente gestione termica con COOLPACK 2.0 e la tecnologia «tabless» delle celle
Compatibile con il sistema Bosch Professional 18V System e le batterie dell’alleanza multimarca AMPShare",https://www.bosch-professional.com/it/it/ocsmedia/424707-54/application-image/1434x828/batteria-ricaricabile-procore18v-8-0ah-1600a02x00.png
GRW 18V-120 Professional Miscelatore,Bosch,"Design ergonomico e compatto con impugnatura regolabile in diverse posizioni e prolunga da 13 cm
Miscelazione senza spruzzi grazie alle opzioni di regolazione a 3 velocità
Prestazioni di miscelazione superiori, grazie alla velocità costante anche sotto carichi superiori
Miscelazione efficace di diversi materiali, grazie al potente motore brushless
La funzione KickBack Control, spegnendo l’utensile per ridurre il rischio di un’improvvisa reazione della coppia, garantisce un livello ottimale di protezione",https://www.bosch-professional.com/it/it/ocsmedia/472031-54/application-image/1434x828/miscelatore-grw-18v-120-06011c2000.png
GFA 18-WM Professional Accessorio FlexiClick,Bosch,"Grande versatilità: trasforma il trapano-avvitatore FlexiClick in un trapano ad angolo con mandrino in metallo
Lavoro preciso anche negli spazi più angusti
Il FlexiClick System Bosch Professional: un sistema versatile, con accessori facili da sostituire",https://www.bosch-professional.com/it/it/ocsmedia/381607-54/application-image/1434x828/accessorio-flexiclick-gfa-18-wm-1600a02ep6.png
GRW 18V-160 Professional Miscelatore,Bosch,"Miscelazione senza spruzzi grazie alle opzioni di regolazione a 3 velocità
Miscelazione pratica ed efficace di diversi materiali, grazie al potente motore brushless con 2 stadi di velocità
Design confortevole ed ergonomico, con un’ampia impugnatura e una prolunga per gli utilizzatori di statura più alta
Prestazioni di miscelazione superiori, grazie alla velocità costante anche sotto carichi superiori
La funzione KickBack Control, spegnendo l’utensile per ridurre il rischio di un’improvvisa reazione della coppia, garantisce un livello ottimale di protezione",https://www.bosch-professional.com/it/it/ocsmedia/473540-54/application-image/1434x828/miscelatore-grw-18v-160-06011c3000.png
GST 18V-125 S Professional Seghetto alternativo a batteria,Bosch,"La struttura robusta e il motore brushless assicurano un’eccellente autonomia e una maggiore durevolezza
Questo seghetto alternativo a batteria con impugnatura assiale offre un rapporto qualità/prezzo ottimale nel suo segmento
È un utensile intuitivo e focalizzato sulle funzioni principali, come ad esempio l’alloggiamento lama SDS, il LED, l’oscillazione su 4 livelli o la preselezione della velocità",https://www.bosch-professional.com/it/it/ocsmedia/395826-54/application-image/1434x828/seghetto-alternativo-a-batteria-gst-18v-125-s-06015b2000.png
GSR 18V-90 C Professional Trapano avvitatore a batteria,Bosch,"Prestazioni elevate, grazie al potente motore brushless: 64 Nm e 2100 giri/min, per massimizzare l’efficienza in cantiere
Mandrino in metallo da 13 mm, per una maggiore robustezza e per un efficiente trasferimento di coppia per qualsiasi applicazione
Funzione KickBack Control e frizione di precisione, entrambi commutabili, per un perfetto controllo e per un’elevata protezione dell’utilizzatore e dell’utensile",https://www.bosch-professional.com/it/it/ocsmedia/375369-54/application-image/1434x828/trapano-avvitatore-a-batteria-gsr-18v-90-c-06019k6002.png
GAA 18V-48 Professional Caricabatteria,Bosch,"Compatto adattatore di carica USB, per una riserva di potenza sempre a portata di mano
Ricarica rapida di porte USB fino a 2,4 A
Clip da cintura in metallo, per mantenere una riserva di potenza a portata di mano",https://www.bosch-professional.com/it/it/ocsmedia/389379-54/application-image/1434x828/caricabatteria-gaa-18v-48-06188000l6.png
GAL 18V-160 Professional Caricabatteria,Bosch,"Caricabatteria ultraveloce: ricarica completa di una batteria ProCORE 18V 8.0Ah Professional in appena 44 minuti
3 modalità di ricarica: Standard, PowerBoost e Long Life
Tecnologia Active Air Cooling: raffredda le batterie mantenendole a una temperatura costante durante la ricarica",https://www.bosch-professional.com/it/it/ocsmedia/428114-54/application-image/1434x828/caricabatteria-gal-18v-160-1600a02t5g.png
GHE 18V-60 Professional Tagliasiepi a batteria,Bosch,"Potente motore brushless per prestazioni elevate e lunga durata
Taglia anche i rami spessi senza bloccarsi, grazie al sistema «Anti-Blocking» brevettato da Bosch
Facile maneggevolezza grazie al peso contenuto, al design ergonomico e al bilanciamento ottimale – ideale per il lavoro prolungato",https://www.bosch-professional.com/it/it/ocsmedia/399228-54/application-image/1434x828/tagliasiepi-a-batteria-ghe-18v-60-06008c9000.png
GDS 18V-320 C Professional Avvitatore a massa battente a batteria,Bosch,"Due modalità di avvitamento predefinite, per un impiego versatile. Ciascuna modalità è impostabile e personalizzabile tramite l’app Toolbox
Elevata coppia di serraggio e di svitamento, rispettivamente di ben 320 Nm e 540 Nm
Tre versatili impostazioni di numero di giri e coppia, per maggiore versatilità e controllo",https://www.bosch-professional.com/it/it/ocsmedia/450600-54/application-image/1434x828/avvitatore-a-massa-battente-a-batteria-gds-18v-320-c-06019l5101.png
GCM 18V-254 D Professional Troncatrice radiale a batteria BITURBO,Bosch,"Elevate prestazioni di taglio, pari a quelle degli utensili a filo, grazie alla trasmissione BITURBO Brushless
Anche pezzi lunghi si possono agevolmente controllare durante il taglio
Lavoro più comodo e versatile anche nei tagli più impegnativi, grazie alla funzione Doppia inclinazione",https://www.bosch-professional.com/it/it/ocsmedia/402444-54/application-image/1434x828/troncatrice-radiale-a-batteria-biturbo-gcm-18v-254-d-0601b51100.png
GBL 18V-750 Professional Soffiatore da giardino a batteria,Bosch,"Il motore BITURBO Brushless e la ventola assiale, in combinazione con una batteria ProCORE18V ≥ 5,5 Ah, generano un flusso volumetrico di 780 m³/h e una velocità dell’aria fino a 198 km/h
Il controllo della velocità variabile consente di adattare in modo ottimale la potenza, il livello di rumorosità e l’autonomia in funzione dell’attività da svolgere
Lavoro confortevole grazie alla struttura leggera ed ergonomica e al basso livello di rumorosità",https://www.bosch-professional.com/it/it/ocsmedia/398952-54/application-image/1434x828/soffiatore-da-giardino-a-batteria-gbl-18v-750-06008d2000.png
GLA 18VH-7500 Professional Lampada da cantiere a batteria,Bosch,"Prestazioni eccellenti, con un flusso luminoso massimo di 7500 lm, 3 livelli di luminosità e modalità da 180/360°
Nessuna preoccupazione per l’autonomia, grazie al funzionamento ibrido a filo o a batteria
Pratica possibilità di ricarica rapida per dispositivi USB-C®- tramite la porta USB-C® integrata
Distribuzione della luce ottimale, grazie alle opzioni di montaggio con ampio e robusto gancio alla base e treppiede
Sempre tutto sotto controllo, grazie alla funzionalità HMI che indica il livello di carica della batteria, la luminosità impostata e la funzione 180°/360°",https://www.bosch-professional.com/it/it/ocsmedia/474520-54/application-image/1434x828/lampada-da-cantiere-a-batteria-gla-18vh-7500-06014a5000.png
GBH 18V-28 CF Professional Martello perforatore a batteria con attacco SDS plus,Bosch,"Motore brushless e massa battente con potenza del colpo da 3,3 J, per prestazioni di prim’ordine
Funzioni Vibration Control e KickBack Control, per una maggiore protezione dell’utilizzatore
Perfetto controllo e l’impostazione più adatta per qualsiasi applicazione, grazie alle tre diverse modalità di lavoro (Automatica, Preferita, Materiali teneri)",https://www.bosch-professional.com/it/it/ocsmedia/385849-54/application-image/1434x828/martello-perforatore-a-batteria-con-attacco-sds-plus-gbh-18v-28-cf-0611921002.png
GSB 18V-45 Professional Trapani-avvitatori con percussione a batteria,Bosch,"Prestazioni elevate, grazie alla coppia massima (in materiale duro) da 45 Nm e alla velocità di rotazione da 1900 giri/min
Efficiente trasferimento di coppia, grazie al mandrino in metallo da 13 mm
Facile da usare, grazie alla sua leggerezza, alla sua compattezza e alla lunghezza testa di soli 174 mm",https://www.bosch-professional.com/it/it/ocsmedia/371100-54/application-image/1434x828/trapani-avvitatori-con-percussione-a-batteria-gsb-18v-45-06019k3301.png
GKS 18V-57-2 GX Professional Sega circolare a batteria,Bosch,"Consente un lavoro di precisione con tagli ad angolo accurati in tutte le posizioni di taglio
Utilizzo mobile per una vasta gamma di applicazioni, grazie alla compatibilità con il sistema di binari di guida Bosch FSN e il sistema di binari di guida per tagli trasversali FSN X
Massima potenza e precisione, grazie al robusto motore brushless",https://www.bosch-professional.com/it/it/ocsmedia/451358-54/application-image/1434x828/sega-circolare-a-batteria-gks-18v-57-2-gx-06016c1001.png
GCB 18V-63 Professional Sega a nastro a batteria,Bosch,"La più ergonomica e compatta sega a nastro a batteria da 18 V Bosch, per lavorare in modo confortevole
Sostituzione della lama senza l’uso di attrezzi grazie al meccanismo di rilascio della tensione della lama e cuffia di protezione con fermagli in metallo
Movimento della lama senza vibrazioni e luce a LED per un elevato comfort di lavoro",https://www.bosch-professional.com/it/it/ocsmedia/329841-54/application-image/1434x828/sega-a-nastro-a-batteria-gcb-18v-63-06012a0401.png
GDS 18V-330 HC Professional Avvitatori a massa battente a batteria,Bosch,"Due modalità di avvitamento predefinite, per un impiego versatile. Ciascuna modalità è impostabile e personalizzabile tramite l’app Toolbox
Elevata coppia di serraggio e di distacco, da ben 330 Nm e 560 Nm rispettivamente
Tre versatili impostazioni di numero di giri e coppia, per maggiore versatilità e controllo",https://www.bosch-professional.com/it/it/ocsmedia/388921-54/application-image/1434x828/avvitatori-a-massa-battente-a-batteria-gds-18v-330-hc-06019l5001.png
GDR 18V-215 Professional Avvitatore a massa battente a batteria,Bosch,"Rapido ed efficiente, anche per viti lunghe e legno duro, grazie alla velocità di 3.300 giri/min e alla coppia di 215 Nm
Affronta con facilità anche i lavori negli spazi stretti grazie al design compatto a batteria
Lavoro di alta qualità grazie alle due modalità di avvitamento automatico, con spegnimento e rallentamento automatici",https://www.bosch-professional.com/it/it/ocsmedia/475016-54/application-image/1434x828/avvitatore-a-massa-battente-a-batteria-gdr-18v-215-06019n2000.png
GWS 18V-11 S Professional Smerigliatrice angolare a batteria,Bosch,"Il versatile tuttofare dal design bilanciato per un’ampia gamma di applicazioni
Durata eccellente grazie alla potenza di 1.100 W con capacità di sovraccarico ottimizzata
Lavoro ottimale su un’ampia gamma di materiali grazie alla semplice selezione di 6 diverse velocità attraverso la rotellina
Più comfort e meno affaticamento, grazie all’impugnatura antivibrazioni più sottile
Minore rischio di infortuni durante il lavoro grazie a una serie completa di funzioni di sicurezza",https://www.bosch-professional.com/it/it/ocsmedia/470515-54/application-image/1434x828/smerigliatrice-angolare-a-batteria-gws-18v-11-s-06019n4001.png
GKS 18V-68 Professional Sega circolare a batteria,Bosch,"Massima potenza di taglio a batteria, completamente equivalente a quella di un utensile a filo da 1.800 W, grazie alla nuova tecnologia BITURBO Brushless. Ergonomia eccezionale, grazie a un nuovo concetto di impugnatura supplementare che garantisce un controllo perfetto in tutte le posizioni di taglio. La migliore capacità di taglio della categoria con profondità di taglio fino a 70 mm nei tagli a 90°",https://www.bosch-professional.com/it/it/ocsmedia/457967-54/application-image/1434x828/sega-circolare-a-batteria-gks-18v-68-06016c9001.png
GKS 18V-51 Professional Sega circolare a batteria,Bosch,"Il motore brushless da 18 V assicura tagli senza sforzi
Facile da trasportare e comoda da utilizzare, grazie al suo design compatto e all’impugnatura ergonomica
Tiene lontana la polvere grazie al design migliorato dell’attacco per l’aspirazione
Avviamento e arresto fluidi, grazie alle funzioni ottimizzate di avviamento graduale e frenata
La visuale sulla linea di taglio è sempre libera, grazie alla funzione di soffiaggio polvere
Illumina anche gli angoli più sfavorevoli, grazie alla luce a LED integrata",https://www.bosch-professional.com/it/it/ocsmedia/450496-54/application-image/1434x828/sega-circolare-a-batteria-gks-18v-51-06019m3120.png
GDS 18V-750 C Professional Avvitatore a massa battente a batteria,Bosch,"Coppia di serraggio di 750 Nm e coppia di svitamento di 1000 Nm combinate con una lunghezza della testa di soli 156 mm
Ideale per officine metalliche/fabbri, lavorazione industriale del metallo, manutenzione di veicoli e costruzioni in genere
L’innovativo sistema di rilascio sicuro della bussola (attivabile tramite app) impedisce che la bussola si incastri sul bullone/dado",https://www.bosch-professional.com/it/it/ocsmedia/432796-54/application-image/1434x828/avvitatore-a-massa-battente-a-batteria-gds-18v-750-c-06019l9001.png
GBH 18V-26F Professional Martello perforatore a batteria con attacco SDS plus,Bosch,"Dispositivo di aspirazione opzionale GDE 18V-16 Professional integrato, una valida soluzione indipendente con filtro HEPA
KickBack Control ed Electronic Precision Control per una migliore maneggevolezza dell’utensile ed una maggiore protezione dell’utilizzatore
Raggiunge una potenza del colpo pari a 2,6 Joule, per una foratura rapida ed elevata capacità di asportazione dello scalpello",https://www.bosch-professional.com/it/it/ocsmedia/332296-54/application-image/1434x828/martello-perforatore-a-batteria-con-attacco-sds-plus-gbh-18v-26f-061191000g.png
